id,title,category,condition,price,base_price,discount_percentage,currency,stock,max_purchase_quantity,free_shipping,logistic_type,pickup_available,city,state,country,os,resolution,storage,ram,cpu,voice_assistant,remote_type,ports,bluetooth,wifi,wifi_standards,warranty_time,warranty_type
MLA1470131529,Apple Tv Hd A1625 De Voz 4.a Gen 2015 Full Hd 32gb,MLA352001,used,150000.0,150000.0,0,ARS,1,,False,drop_off,False,Belgrano R,Capital Federal,Argentina,tvOS,Full HD,32 GB,2 GB,Apple A8,,,"Apple power supply,Ethernet,IR,USB-C",Sí,Sí,IEEE 802.11ac,No especificado,Sin garantía
MLA1903134622,Apple Tv A1427 3.ª Generación Full Hd 8gb,MLA352001,used,73999.0,73999.0,0,ARS,1,,True,xd_drop_off,False,Ituzaingó,Buenos Aires,Argentina,tvOS,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1443682603,Apple Tv 2ª Generaciónhd 8gb Negro Con 256mb De Memoria Ram,MLA352001,used,60000.0,60000.0,0,ARS,2,,False,xd_drop_off,False,Villa Luro,Capital Federal,Argentina,Apple TV,HD,8 GB,256 MB,Apple A4,,,"Apple power supply,Ethernet,IR,Micro-USB",Sí,Sí,IEEE 802.11a/b/g/n,No especificado,Sin garantía
MLA1463957805,Apple Tv 4.a Generación 2015 Full Hd 32gb 2gb Ram,MLA352001,used,250000.0,250000.0,0,ARS,1,,False,drop_off,False,Villa Urquiza,Capital Federal,Argentina,tvOS,Full HD,32 GB,2 GB,Apple A8,,,"Apple power supply,Ethernet,IR,USB-C",Sí,Sí,IEEE 802.11ac,No especificado,Sin garantía
MLA1317267791,Apple Tv 3era Generación. Full Hd. Con Control Remoto,MLA352001,used,80000.0,80000.0,0,ARS,1,,False,xd_drop_off,False,Recoleta,Capital Federal,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1475666907,Apple Tv  Full Hd 32gb,MLA352001,used,250000.0,250000.0,0,ARS,1,,True,drop_off,False,El Palomar,Buenos Aires,Argentina,tvOS,Full HD,32 GB,2 GB,Apple A8,,,"Apple power supply,Ethernet,IR,USB-C",Sí,Sí,IEEE 802.11ac,No especificado,Sin garantía
MLA1913427140,Apple Tv A1427  3.a Generación Full Hd 8gb Negro,MLA352001,used,60000.0,60000.0,0,ARS,1,,False,xd_drop_off,False,Villa Crespo,Capital Federal,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA2010200866,Apple Tv Hd 4ta 4th Generación 2015 A1625 Restore Problem,MLA352001,used,59000.0,59000.0,0,ARS,1,,False,drop_off,False,Paraná,Entre Ríos,Argentina,,Full HD,,,Apple A8,,,"Apple power supply,USB-C,Ethernet,IR",Sí,Sí,IEEE 802.11ac,No especificado,Sin garantía
MLA1464945897,Apple Tv 3.a Generación 512mb,MLA352001,used,99000.0,99000.0,0,ARS,1,,False,drop_off,False,Don Bosco,Buenos Aires,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1445793563,Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 64 Gb,MLA352001,used,150000.0,150000.0,0,ARS,1,,True,drop_off,False,Ramos Mejia,Buenos Aires,Argentina,,Full HD,64 GB,2 GB,Apple A8,,,"Apple power supply,Ethernet,IR,USB-C",Sí,Sí,IEEE 802.11ac,No especificado,Sin garantía
MLA1448835555,Apple Tv A1469 Estándar 3,MLA352001,used,80000.0,80000.0,0,ARS,1,,False,xd_drop_off,False,Flores,Capital Federal,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1436930383,Apple Tv A1427 Estándar 3.ªgeneracion,MLA352001,used,80500.0,80500.0,0,ARS,1,,False,xd_drop_off,False,capital federal,Capital Federal,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1938835060,Apple Tv A1469. Full Hd 8gb/ 512mb Ram Sin Control Remoto,MLA352001,used,65000.0,65000.0,0,ARS,2,,False,xd_drop_off,False,Villa Devoto,Capital Federal,Argentina,Apple TV 5.2,Full HD,8 GB,512 MB,Apple A5 Single-Core,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1822817324,Apple Tv A1427  3.ª Generación Full Hd 8gb Negro,MLA352001,used,39000.0,39000.0,0,ARS,3,,True,drop_off,False,Bella Vista,Buenos Aires,Argentina,,Full HD,8 GB,512 MB,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1990674538,Apple Tv 3.a Generación A1427,MLA352001,used,49000.0,49000.0,0,ARS,1,,False,xd_drop_off,False,Palermo,Capital Federal,Argentina,,Full HD,8 GB,,Apple A5,,,"Ethernet,Micro-USB",Sí,Sí,,No especificado,Sin garantía
MLA1373097937,Amazon Lite Fire Tv Stick B091g4yp57 De Voz Full Hd 8gb Negro Con 1gb De Memoria Ram,MLA352001,new,57800.0,57800.0,0,ARS,179,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA2026898872,Fire Tv Stick 4k 2023 Compatible Wifi 6 Con 2gb De Ram Color Negro Tipo De Control Remoto Control De Voz,MLA352001,new,70590.0,70590.0,0,ARS,48,,True,xd_drop_off,False,Quilmes Oeste,Buenos Aires,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,De voz,Micro-USB,Sí,Sí,2.4GHz,15 días,Garantía del vendedor
MLA1918238052,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación Wi-fi 6e Color Negro Tipo De Control Remoto Estándar,MLA352001,new,96199.0,96199.0,0,ARS,70,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,Estándar,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1477120571,Amazon Fire Tv Stick Lite Control Por Voz Alexa Fhd 1080p Color Negro Tipo De Control Remoto De Voz,MLA352001,new,62699.0,62699.0,0,ARS,30,,True,xd_drop_off,False,Córdoba,Córdoba,Argentina,Fire OS,Full HD 1080p,8 GB,1 GB,ARM Quad-Core,,De voz,Micro-USB,Sí,Sí,"2.4GHz,5Ghz",6 meses,Garantía del vendedor
MLA1477750263,Amazon Fire Tv Stick Hd 4a Generación Con Comandos De Voz Negro 1gb Ram,MLA352001,new,60009.0,60009.0,0,ARS,55,,True,xd_drop_off,False,capital federal,Capital Federal,Argentina,Fire OS,1080p y 720p hasta 60 fps,8 GB,1 GB,,Alexa,De voz,Micro-USB,Sí,Sí,5.8GHz,6 meses,Garantía del vendedor
MLA1971319040,Amazon Fire Tv Stick 4k Max 16 Gb Wifi 6 Ultra Rápido Color Negro,MLA352001,new,112000.0,112000.0,0,ARS,20,,True,xd_drop_off,False,Belgrano,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",3 meses,Garantía del vendedor
MLA1369238847,Amazon Fire Tv Stick Lite Control De Voz Full Hd 8gb 1gb Ram,MLA352001,new,74999.0,74999.0,0,ARS,252,,True,fulfillment,False,Haedo,Buenos Aires,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,No especificado,Sin garantía
MLA1908528342,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote Color Negro",MLA352001,new,78800.0,78800.0,0,ARS,17,,True,xd_drop_off,False,Belgrano,Capital Federal,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,ARM Cortex-A53 Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1397794231,"Fire Tv Stick (3.ª Generación 2021) Con Alexa Voice Remote,",MLA352001,new,82475.0,82475.0,0,ARS,79,,True,fulfillment,False,Pozo del Molle,Córdoba,Argentina,Fire OS 7,Full HD,8 GB,1 GB,MediaTek MT8695D Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,90 días,Garantía del vendedor
MLA1975526012,Amazon Fire Tv Stick Hd 2024 Control De Voz 8gh Wifi 5 Nuevo,MLA352001,new,99987.0,99987.0,0,ARS,50,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,,Sí,Sí,,3 meses,Garantía del vendedor
MLA1474169913,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Sicoaf,MLA352001,new,59999.0,59999.0,0,ARS,200,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,,HD,8 GB,1 GB,,,,,,,,6 meses,Garantía de fábrica
MLA1480866039,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con 1gb De Ram,MLA352001,new,81140.0,81140.0,0,ARS,21,,True,drop_off,False,Guaymallén,Mendoza,Argentina,Fire OS 7,Full HD,8 GB,1 GB,MediaTek MT8695D Quad-Core,,De voz,"Micro-USB,Ethernet",Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía de fábrica
MLA1412833290,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,new,109996.0,109996.0,0,ARS,29,,True,xd_drop_off,False,Martin Coronado,Buenos Aires,Argentina,Fire OS,4K,8 GB,1.5 GB,Quad-Core 1.7 GHz,,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1856299014,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro1 Con 1.5gb De Memoria Ram,MLA352001,new,96000.0,96000.0,0,ARS,187,,True,fulfillment,False,Parque Patricios,Capital Federal,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,Cortex-A53 Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,12 meses,Garantía de fábrica
MLA1974888490,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,new,66599.0,66599.0,0,ARS,44,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"HDMI,Micro-USB",Sí,Sí,,6 meses,Garantía del vendedor
MLA1401168109,Amazon Tv Stick Fire Tv Stick 4k Max K2r2te De Voz 1.ª Generación 4k 8gb Negro Con 2gb De Memoria Ram,MLA352001,new,109675.0,109675.0,0,ARS,39,,True,fulfillment,False,Pozo del Molle,Córdoba,Argentina,Fire OS 7,4K,8 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac/ax,3 meses,Garantía del vendedor
MLA1996368090,Streaming Fire Tv Stick lite - Amazon - 1080p Fhd / Rom 8gb,MLA352001,new,69999.0,69999.0,0,ARS,120,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía de fábrica
MLA1937931438,Amazon Fire Tv Stick Lite Full Hd 8gb Control + Voz Negro,MLA352001,new,57985.0,57985.0,0,ARS,105,,True,xd_drop_off,False,Belgrano,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1364216697,Amazon Fire Tv Stick Lite Full Hd 8gb 1gb Ram Streaming,MLA352001,new,57800.0,57800.0,0,ARS,164,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1974013466,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing,MLA352001,new,61999.0,61999.0,0,ARS,41,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA1441306967,Amazon Convertidor Fire Tv Stick Lite Alexa Voice Smart Tv,MLA352001,new,143675.0,143675.0,0,ARS,33,,True,fulfillment,False,Balvanera,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,Quad-Core,,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1916062622,Amazon Tv Stick Lite 3ra Gen Streaming Full Hd,MLA352001,new,86030.0,86030.0,0,ARS,999,,True,cross_docking,False,Ramos Mejía,Buenos Aires,Argentina,Fire OS 6.2.7.7,Full HD,,,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía de fábrica
MLA1974062514,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,new,58998.0,58998.0,0,ARS,33,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"micro USB solo sirve como fuente de alimentación.,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA2026656856,Fire Tv Stick 4k Con Controles De Alexa Y Amazon Black Tv,MLA352001,new,89999.0,89999.0,0,ARS,3,,True,cross_docking,False,Ituzaingó,Buenos Aires,Argentina,Fire OS,4K,8 GB,2 GB,,,De voz,HDMI,Sí,Sí,2.4GHz e 5GHz,6 meses,Garantía del vendedor
MLA1376700509,Amazon Fire Tv Stick 4k 8gb  1.5gb Ram Streaming Control Voz,MLA352001,new,72399.0,72399.0,0,ARS,85,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,6 meses,Garantía del vendedor
MLA1476893929,Amazon Fire Tv Stick 4k Max Streaming Wifi 6,MLA352001,new,101283.0,101283.0,0,ARS,30,,True,xd_drop_off,False,capital federal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,Estándar,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",No especificado,No especificado
MLA1100043805,Amazon Fire Tv Stick Lite Full Hd 8gb Alexa Hdtv Dual Band,MLA352001,new,57980.0,57980.0,0,ARS,344,,True,xd_drop_off,False,Flores,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1974143448,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing,MLA352001,new,58998.0,58998.0,0,ARS,24,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA2013184174,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación,MLA352001,new,96182.0,96182.0,0,ARS,28,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía de fábrica
MLA1975932800,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,MLA352001,new,98990.0,98990.0,0,ARS,16,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,3 meses,Garantía del vendedor
MLA1464753255,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024 Alexa,MLA352001,new,77768.99,77768.99,0,ARS,46,,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Fire OS,1080p y 720p hasta 60 fps,8 GB,2 GB,,Alexa,,"Ethernet,Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA1437940615,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote",MLA352001,new,91900.0,91900.0,0,ARS,45,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1981319370,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb Wi-fi 6e Negro,MLA352001,new,119500.0,119500.0,0,ARS,16,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",3 meses,Garantía del vendedor
MLA1920570096,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con Pilas,MLA352001,new,88500.0,88500.0,0,ARS,4,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 7,Full HD,8 GB,1 GB,MediaTek MT8695D Quad-Core,,,"Micro-USB,Ethernet",Sí,Sí,IEEE 802.11a/b/g/n/ac,1 meses,Garantía del vendedor
MLA1480367865,"Control Remoto De Voz Fire Tv Stick Lite De Segunda Generación, Alexa Amazon Bivolt, Color Negro, Tipo Control Remoto",MLA352001,new,69990.0,69990.0,0,ARS,5,,True,xd_drop_off,False,Córdoba,Córdoba,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,3 meses,Garantía de fábrica
MLA1447682463,Amazon Fire Tv Stick 4k Control Por Voz 3ra Generación Alexa,MLA352001,new,72399.0,72399.0,0,ARS,33,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,6 meses,Garantía del vendedor
MLA1751007286,Amazon Fire Tv Stick 4k Streaming 2° Gen Con Alexa ,MLA352001,new,95000.0,95000.0,0,ARS,66,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1918175152,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,new,96199.0,96199.0,0,ARS,15,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1916498408,Amazon Tv Stick Lite 3ra Gen Streaming Full Hd,MLA352001,new,86030.0,86030.0,0,ARS,999,,True,cross_docking,False,Ramos Mejía,Buenos Aires,Argentina,Fire OS 6.2.7.7,1080p Full HD (alta definición),8 GB,1 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,12 meses,Garantía de fábrica
MLA1106495695, Amazon Fire Tv Stick Lite Full Hd 8gb 1gb Ram Streaming ,MLA352001,new,57799.0,57799.0,0,ARS,142,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1477576483,Amazon Fire Tv Stick Lite Hd Tv Control Remoto Por Voz/ Npo,MLA352001,new,79000.0,79000.0,0,ARS,2,,True,xd_drop_off,False,San Nicolas,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,,,Amazon Alexa,,,Sí,Sí,,3 meses,Garantía del vendedor
MLA1374336916,Amazon Fire Tv Stick 4k 1.5gb Ram Streaming Control Por Voz,MLA352001,new,72399.0,72399.0,0,ARS,91,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,6 meses,Garantía del vendedor
MLA1982247164,Amazon Fire Tv Stick 4k Fire Tv Stick 4k 53-008355 Pilas 4k Negro,MLA352001,new,110273.0,110273.0,0,ARS,2,,True,drop_off,False,Rafaela,Santa Fe,Argentina,Fire OS,4K,8 GB,,,Alexa,pilas,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",No especificado,No especificado
MLA1473704297,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024,MLA352001,new,82313.99,82313.99,0,ARS,9,,True,xd_drop_off,False,CORDOBA CAPITAL,Córdoba,Argentina,Fire OS,1080p y 720p hasta 60 fps,8 GB,2 GB,,,,"Ethernet,Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA1473196225,Amazon Fire Tv Stick 3 Generación,MLA352001,new,68428.0,68428.0,0,ARS,2,,True,drop_off,False,Monserrat,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,No especificado,Sin garantía
MLA1974811330,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,new,78990.0,78990.0,0,ARS,41,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"HDMI,Micro-USB",Sí,Sí,,6 meses,Garantía del vendedor
MLA1436000073,Amazon Fire Tv Stick 4k Max Ultra Hd Hdr Wifi 6 Version 2023,MLA352001,new,100150.0,100150.0,0,ARS,51,,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Fire OS,4K Ultra HD,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1144078429,Amazon Fire Tv Stick 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,new,72399.0,72399.0,0,ARS,81,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,12 meses,Garantía del vendedor
MLA1995130936,Amazon Fire Tv Stick Hd 2024 Control De Voz 8gh Wifi 5 Nuevo,MLA352001,new,69400.0,69400.0,0,ARS,6,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"HDMI,Micro-USB",Sí,Sí,,30 días,Garantía del vendedor
MLA1451931929,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,new,96199.0,96199.0,0,ARS,17,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1997725624,Roku Express 3960 Hd | Dispositivo De Streaming Con Control Remoto Sencillo,MLA352001,new,54999.0,54999.0,0,ARS,607,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,Roku OS,Full HD,,1 GB,"Cortex-A53,Cpu de 1.7 ghz con cuatro núcleos",,Estándar,USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA2010230552,Roku Le 3930s4 Estándar Hd 32mb Color Negro/violeta Con Control Remoto,MLA352001,new,46290.0,46290.0,0,ARS,222,,True,fulfillment,False,Flores,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,Estándar,Micro-USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía del vendedor
MLA1710564390,Roku Express 4k+ Control De Voz 4k Negro 3941,MLA352001,new,61999.0,61999.0,0,ARS,351,,True,fulfillment,False,San Nicolás,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Google Assistant,De voz,"DC jack,Micro-USB",No,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1366013645,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Blanco,MLA352001,new,61950.0,61950.0,0,ARS,597,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Roku OS,4K,8 GB,1 GB,Cortex-A53 Quad-Core,,Estándar,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1464290511,Roku Streaming Stick 4k 3820 | Transmite 4k/hdr/dolby Vision,MLA352001,new,64850.0,64850.0,0,ARS,186,,True,cross_docking,False,Adrogué,Buenos Aires,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,De voz,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,12 meses,Garantía de fábrica
MLA1470024247,Roku Express 4k Streaming Tv Uhd Hdr Con Control Remoto 3940 1gb De Memoria Ram Negro,MLA352001,new,73299.0,73299.0,0,ARS,20,,True,cross_docking,False,Belgrano,Capital Federal,Argentina,Roku OS,4K,32 MB,512 GB,Cortex-A55,,Estándar,Micro-USB,No,Sí,802.11b/g/n Wi-Fi® de banda-dupla 2.4 e 5 GHz,2 meses,Garantía del vendedor
MLA1975487350,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Negro,MLA352001,new,54999.0,54999.0,0,ARS,559,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,Estándar,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía de fábrica
MLA1441718535,Roku Premiere 3920 Estándar 4k Negro,MLA352001,new,83755.26,83755.26,0,ARS,21,,True,xd_drop_off,False,CORDOBA CAPITAL,Córdoba,Argentina,Roku OS,4K,,,ARM Cortex-A53 Quad-Core,,Estándar,"DC jack,Micro-USB",Sí,Sí,IEEE 802.11a/b/g/n,3 meses,Garantía del vendedor
MLA1461888965,Roku Ultra Lt 4801 De Voz 4k Negro Con 2gb De Memoria Ram,MLA352001,new,187999.0,187999.0,0,ARS,12,,True,xd_drop_off,False,Olivos,Buenos Aires,Argentina,Roku OS,4K,,2 GB,Cortex-A53 Quad-Core,,De voz,Ethernet,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA2010216556,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,MLA352001,new,46389.0,46389.0,0,ARS,312,,True,fulfillment,False,Almagro,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
